"duration","src_bytes","hot","num_root","num_file_creations","is_guest_login","serror_rate","srv_serror_rate","rerror_rate","dst_host_srv_count","dst_host_same_srv_rate","dst_host_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","connection_type"
"1631461",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3018765",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4277242",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4593717",0,0,0,0,0,0,0,0,1,11,0.04,0,1,1,"bad"
"3605084",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"1499167",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4635738",0,0,0,0,0,0,0,0,1,5,0.02,0,1,1,"bad"
"818156",0,320,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2075845",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1168813",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"3745607",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"329862",0,207,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1297575",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4841207",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"719422",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"3889164",0,0,0,0,0,0,1,1,0,25,0.1,1,0,0,"bad"
"1986744",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"812873",0,10,0,0,0,0,0,0,0,4,0.05,0,0,0,"good"
"3263870",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4028105",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3035091",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3219861",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"128948",0,227,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3817922",0,0,0,0,0,0,1,1,0,5,0.02,1,0,0,"bad"
"1951878",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3285519",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"197307",0,198,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1850602",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2068746",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2866972",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4490449",13,105,0,0,0,0,0,0,0,239,0.94,0,0,0,"good"
"4080020",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"945972",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"545950",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"1283330",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2262165",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2347148",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2184862",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4626574",0,0,0,0,0,0,0,0,1,11,0.04,0,1,1,"bad"
"3483545",0,0,0,0,0,0,1,1,0,13,0.05,1,0,0,"bad"
"156779",0,1874,0,0,0,0,0,0,0,226,0.97,0,0,0,"good"
"3715540",0,0,0,0,0,0,1,1,0,14,0.05,1,0,0,"bad"
"1864461",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"731134",0,243,0,0,0,0,0.2,0.2,0,255,1,0.01,0.23,0.6,"good"
"1896163",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2261881",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2943079",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4229547",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1924452",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4858129",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4482922",2,2025,0,0,0,0,0,0,0,117,0.83,0,0,0,"good"
"1404803",0,42,0,0,0,0,0,0,0,15,0.94,0,0,0,"good"
"715176",0,0,0,0,0,0,1,1,0,19,0.07,1,0,0,"bad"
"4876250",7,1193,0,0,0,0,0,0,0,167,0.61,0.01,0,0,"good"
"4202003",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3484683",0,0,0,0,0,0,1,1,0,14,0.05,1,0,0,"bad"
"1139667",0,0,0,0,0,0,1,1,0,13,0.05,1,0,0,"bad"
"3925590",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"3388726",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"917448",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4178898",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2413597",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4408452",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2499743",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3954226",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1551040",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1887257",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3061006",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2395056",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"721207",0,0,0,0,0,0,0,0,1,136,0.51,0,0.03,0.05,"good"
"2614551",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"281988",0,290,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"156514",0,91,0,0,0,0,0,0,0,58,1,0,0,0,"good"
"1149337",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"586569",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"3221780",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3442495",0,105,0,0,0,0,0,0,0,244,0.96,0,0,0,"good"
"317909",0,45,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3595464",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"2352603",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1284076",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1441524",0,0,0,0,0,0,0,0,1,227,1,0,1,0.72,"good"
"4077454",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4195302",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"97615",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2517664",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"419574",0,383,0,0,0,0,0,0,0,57,0.22,0,0,0,"good"
"237912",0,224,0,0,0,0,0,0,0,255,1,0.01,0,0,"good"
"4697775",0,0,0,0,0,0,0,0,1,18,0.07,0,1,1,"bad"
"1721042",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"308167",0,302,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"533184",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"2493613",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1807915",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3101870",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2237205",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2353105",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1414941",3,866,0,0,0,0,0,0,0,102,0.7,0,0,0,"good"
"2076957",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4471483",4789,145,0,0,0,0,0,0,0,2,0.01,0,0,0,"good"
"3478246",0,0,0,0,0,0,1,1,0,11,0.04,1,0,0,"bad"
"1972831",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"564047",0,0,0,0,0,0,1,1,0,10,0.04,1,0,0,"bad"
"3779001",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"1042258",0,329,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3083248",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2274793",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"542901",0,0,0,0,0,0,1,1,0,13,0.05,1,0,0,"bad"
"1083146",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"582300",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"2726356",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"576564",0,0,0,0,0,0,1,1,0,6,0.02,1,0,0,"bad"
"3694431",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"3531258",0,0,0,0,0,0,1,1,0,17,0.07,1,0,0,"bad"
"2407663",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"128974",0,203,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"102756",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"349263",0,239,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"295648",0,356,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4394886",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"776234",0,183,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"822409",82,195,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3609197",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"4894319",0,230,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3100909",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"690579",0,0,0,0,0,0,1,1,0,19,0.07,1,0,0,"bad"
"4813786",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"1687199",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4384444",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2343884",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3300808",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3477781",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"4345165",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"32062",0,228,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3178927",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1302877",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1248444",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"4824716",0,256,1,0,0,0,0,0,0,255,1,0,0,0,"good"
"3225506",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3139208",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2308187",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1106586",0,0,0,0,0,0,1,1,0,8,0.03,1,0,0,"bad"
"1830110",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4631268",0,0,0,0,0,0,0,0,1,5,0.02,0,1,1,"bad"
"1561741",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"629311",0,0,0,0,0,0,1,1,0,15,0.06,1,0,0,"bad"
"4094328",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2170226",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3765047",0,0,0,0,0,0,1,1,0,24,0.09,1,0,0,"bad"
"4281954",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1471943",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1155548",0,0,0,0,0,0,1,1,0,13,0.05,1,0,0,"bad"
"739437",0,42,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"470722",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"408872",0,229,0,0,0,0,0,0,0,158,1,0,0,0,"good"
"1766321",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2348974",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2534055",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3204221",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4473700",15440,145,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"1022503",0,335,0,0,0,0,0,0,0,175,1,0,0,0,"good"
"2898765",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3877606",0,0,0,0,0,0,1,1,0,22,0.09,1,0,0,"bad"
"2893079",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3432753",0,18,0,0,0,0,0,0,0,254,1,0,0,0,"bad"
"3582188",0,0,0,0,0,0,1,1,0,11,0.04,1,0,0,"bad"
"96047",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2393488",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3449609",2597,146,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"2699773",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2916650",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4709182",0,0,0,0,0,0,0,0,1,7,0.03,0,1,1,"bad"
"3424990",0,0,0,0,0,0,0,0,1,255,1,0,1,0.72,"good"
"399210",0,46,0,0,0,0,0,0,0,193,0.86,0,0,0,"good"
"3490117",0,0,0,0,0,0,1,1,0,15,0.06,1,0,0,"bad"
"3900709",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"2130995",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4706473",0,0,0,0,0,0,0,0,1,6,0.02,0,1,1,"bad"
"3109963",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3362028",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"953530",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"670957",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"4657950",0,0,0,0,0,0,0,0,1,12,0.05,0,1,1,"bad"
"763488",0,748,0,9,0,0,0,0,0,43,0.5,0,0,0,"good"
"4742781",0,0,0,0,0,0,0,0,1,7,0.03,0,1,1,"bad"
"4575949",0,0,0,0,0,0,0,0,1,20,0.08,0,1,1,"bad"
"4342556",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4056426",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1971693",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1707060",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"22278",0,329,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3772419",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"808493",0,0,0,0,0,0,0,0,0.5,1,0,0,0.6,1,"bad"
"1573686",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"252741",0,274,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"869358",0,226,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4731588",0,0,0,0,0,0,0,0,1,16,0.06,0,1,1,"bad"
"3700893",0,0,0,0,0,0,1,1,0,11,0.04,1,0,0,"bad"
"2505575",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2615239",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2225984",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3036020",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1644826",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1965160",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"117510",0,1678,0,0,0,0,0,0,0,169,0.73,0,0,0,"good"
"3273731",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"7510",257,181,0,0,2,0,0,0,0,15,0.21,0.03,0,0,"good"
"2757008",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2342890",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3277010",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"184810",0,249,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4573405",0,0,0,0,0,0,0,0,1,1,0,0,1,1,"bad"
"2323760",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"42805",0,817,0,0,0,0,0,0,0,55,0.92,0,0,0,"good"
"2725679",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4774023",0,105,0,0,0,0,0,0,0,204,0.8,0,0,0,"good"
"2389655",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1731914",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2525611",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1151674",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"822784",0,200,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2169279",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"515619",0,1332,0,0,0,0,0,0,0,141,0.57,0,0.03,0.04,"good"
"4356336",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2866522",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4485717",0,5793,0,0,0,0,0,0,0,147,0.81,0,0,0,"good"
"4541369",2638,147,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"2429124",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4028682",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1661162",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4202976",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1976776",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2436206",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2436361",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2544857",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3808124",0,0,0,0,0,0,1,1,0,17,0.07,1,0,0,"bad"
"333278",0,206,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1141135",0,0,0,0,0,0,1,1,0,10,0.04,1,0,0,"bad"
"43605",1,1828,0,0,0,0,0,0,0,177,0.11,0,0,0,"good"
"4789333",30,242,4,0,0,1,0,0,0,29,0.12,0,0,0,"good"
"1214041",0,0,0,0,0,0,1,1,0,11,0.04,1,0,0,"bad"
"3586993",0,0,0,0,0,0,1,1,0,14,0.05,1,0,0,"bad"
"2859882",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"129082",0,230,0,0,0,0,0,0,0,255,1,0.03,0,0,"good"
"1820004",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3341341",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"288465",0,213,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"66403",0,304,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3170873",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"103312",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"813393",0,211,0,0,0,0,0,0,0,39,1,0,0,0,"good"
"763680",0,8173,0,0,0,0,0,0,0,75,0.32,0,0,0,"good"
"2288015",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4765405",0,252,0,0,0,0,0,0,0,227,0.89,0,0,0,"good"
"1423620",0,105,0,0,0,0,0,0,0,253,0.99,0,0,0,"good"
"881724",0,315,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2471143",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3894056",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"3378253",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"574911",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"2995356",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"865774",0,203,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2070791",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"426561",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2786922",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4610378",0,0,0,0,0,0,0,0,1,3,0.01,0,1,1,"bad"
"3737782",0,0,0,0,0,0,1,1,0,18,0.07,1,0,0,"bad"
"4641283",0,0,0,0,0,0,0,0,1,16,0.06,0,1,1,"bad"
"1208819",0,0,0,0,0,0,1,1,0,15,0.06,1,0,0,"bad"
"3412563",3,1188,0,0,0,0,0,0,0,116,0.56,0,0,0,"good"
"1068684",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"4543654",0,147,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"3253747",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"865939",0,203,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"219734",0,308,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2199833",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2243390",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1185732",0,0,0,0,0,0,1,1,0,8,0.03,1,0,0,"bad"
"4326996",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1878434",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1660544",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3719588",0,0,0,0,0,0,1,1,0,23,0.09,1,0,0,"bad"
"3456050",0,0,0,0,0,0,0,0,1,255,1,0,1,1,"good"
"2758010",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3050863",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2183492",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"136892",0,227,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2021883",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4400699",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1421493",0,105,0,0,0,0,0,0,0,250,0.98,0,0,0,"good"
"1482468",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"730345",0,0,0,0,0,0,0,0,1,255,1,0,1,1,"good"
"3110223",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"19307",0,346,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1632759",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"596387",0,0,0,0,0,0,1,1,0,18,0.07,1,0,0,"bad"
"309772",0,319,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1289180",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"255752",0,192,0,0,0,0,0,0,0,88,0.59,0,0,0,"good"
"806843",0,1441,0,0,0,0,0,0,0,233,0.9,0,0,0,"good"
"4203012",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"278641",0,297,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3432467",0,18,0,0,0,0,0,0,0,160,1,0,0,0,"bad"
"1378671",0,48,0,0,0,0,1,1,0,173,0.82,0.02,0,0,"good"
"613941",0,0,0,0,0,0,1,1,0,15,0.06,1,0,0,"bad"
"4844569",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"939319",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2491503",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1978444",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1332888",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"91400",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3795659",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"3003313",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"540475",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"2660463",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2436953",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"421061",0,1387,0,0,0,0,0,0,0,14,0.05,0.87,0,0,"good"
"446630",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"153168",0,208,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"310891",0,250,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"21318",0,294,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2651903",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"359336",0,151,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"906164",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3857948",0,0,0,0,0,0,1,1,0,2,0.01,1,0,0,"bad"
"4684251",0,0,0,0,0,0,0,0,1,15,0.06,0,1,1,"bad"
"4536414",11949,147,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"597269",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"2434504",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"954173",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3769113",0,0,0,0,0,0,1,1,0,8,0.03,1,0,0,"bad"
"2492507",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1352494",0,197,0,0,0,0,0,0,0,57,1,0,0,0,"good"
"1084297",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"2869169",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4544964",0,1417,0,0,0,0,0,0,0,152,0.63,0.01,0,0,"good"
"454709",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4448661",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4248496",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4165724",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"289337",0,146,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3762876",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"507629",0,43,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1917642",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"811099",0,205,0,0,0,0,0,0,0,68,1,0,0,0,"good"
"1988114",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2978592",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2873883",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2604580",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"791232",0,268,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"833773",0,221,0,0,0,0,0,0,0,255,1,0.01,0,0,"good"
"2855135",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1375770",0,219,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3482991",0,0,0,0,0,0,1,1,0,2,0.01,1,0,0,"bad"
"4594051",0,0,0,0,0,0,0,0,1,8,0.03,0,1,1,"bad"
"3790844",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"3201609",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2611603",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
